Timestamp,MAXnetOUT,AvgUserCpu,AvgSystemCpu,MAXnetIN,AVGnetOut,AVGnetIN,CpuCoresMax,CpuCalc
2021-03-21T13:49:00.000Z,4736865,0.6611666666666667,0.26866666666666666,900952,3914465.1666666665,260037.5,8,0.11622916666666666
2021-03-21T13:50:00.000Z,15456537,0.7208333333333333,0.28883333333333333,11329725,6139561,2286521.1666666665,8,0.12620833333333334
2021-03-21T13:51:00.000Z,14955630,0.709,0.28683333333333333,8916465,7466024.833333333,2213080.5,8,0.12447916666666667
2021-03-21T13:52:00.000Z,13751949,0.7311666666666667,0.2951666666666667,9280456,7016530.166666667,2544472.8333333335,8,0.1282916666666667
2021-03-21T13:53:00.000Z,9734638,0.7723333333333334,0.29383333333333334,3999129,6633255.833333333,1073600.8333333333,8,0.13327083333333334
2021-03-21T13:54:00.000Z,12388989,0.7735,0.31133333333333335,3401801,7536419.666666667,981025.3333333334,8,0.13560416666666666
2021-03-21T13:55:00.000Z,7368558,0.7218333333333334,0.29583333333333334,2000621,5111985.833333333,465097.5,8,0.12720833333333334
2021-03-21T13:56:00.000Z,10000654,0.7671666666666667,0.37683333333333335,4461675,7379164.833333333,1807900.8333333333,8,0.14300000000000002
2021-03-21T13:57:00.000Z,7180452,0.677,0.2793333333333334,1753193,4465779.166666667,577869.3333333334,8,0.11954166666666668
2021-03-21T13:58:00.000Z,9455152,0.7183333333333334,0.29083333333333333,3965680,4871215.333333333,951540.6666666666,8,0.12614583333333335
2021-03-21T13:59:00.000Z,10551847,0.7361666666666666,0.28683333333333333,3653860,7540986.833333333,1712310,8,0.127875
2021-03-21T14:00:00.000Z,6583776,0.7146666666666667,0.30883333333333335,1185452,5911299.166666667,449363.8333333333,8,0.1279375
2021-03-21T14:01:00.000Z,8189106,0.751,0.3156666666666667,2150154,6483553,1066104.8333333333,8,0.13333333333333333
2021-03-21T14:02:00.000Z,11592504,0.7478333333333333,0.295,3992153,7635886.166666667,1635369.1666666667,8,0.13035416666666666
2021-03-21T14:03:00.000Z,121574808,1.1635000000000002,0.40549999999999997,110674049,44474379.5,36868821.333333336,8,0.19612500000000002
2021-03-21T14:04:00.000Z,107058983,1.149,0.40616666666666673,94845992,32259542.333333332,22368244.5,8,0.19439583333333335
2021-03-21T14:05:00.000Z,15021498,0.8061666666666666,0.3021666666666667,9715940,9613692.166666666,4022745.5,8,0.13854166666666667
2021-03-21T14:06:00.000Z,25238027,0.8556666666666667,0.37166666666666665,21294863,13203753.333333334,7028619,8,0.15341666666666667
2021-03-21T14:07:00.000Z,34645357,0.8533333333333334,0.29983333333333334,24981668,13282292.5,6395963.5,8,0.14414583333333333
2021-03-21T14:08:00.000Z,13276498,0.7745000000000001,0.30816666666666664,5348362,7740851,1974738.5,8,0.13533333333333333
2021-03-21T14:09:00.000Z,11614592,1.0025,0.4033333333333333,3185248,7130180.333333333,1208026.1666666667,8,0.17572916666666666
2021-03-21T14:10:00.000Z,14308840,0.7386666666666667,0.29933333333333334,6988897,8139462.666666667,2060502,8,0.12975
2021-03-21T14:11:00.000Z,8396091,0.6961666666666666,0.2755,4027441,5448965.833333333,1167654,8,0.12145833333333333
2021-03-21T14:12:00.000Z,8649411,0.6771666666666666,0.26433333333333336,1880964,5763601.333333333,703731.5,8,0.1176875
2021-03-21T14:13:00.000Z,11120283,0.6948333333333334,0.2725,4542859,5916043,884525.8333333334,8,0.12091666666666667
2021-03-21T14:14:00.000Z,15639191,0.7621666666666668,0.2931666666666667,7426039,8174690.166666667,2335953,8,0.13191666666666668
2021-03-21T14:15:00.000Z,9646070,0.7676666666666666,0.29183333333333333,4327533,7651991.166666667,2693585.3333333335,8,0.13243749999999999
